,Date,CloseBTC,CloseGold,CloseBTC_minmax_norm,CloseGold_minmax_norm,CloseBTC_z_norm,CloseGold_z_norm
0,2010-07-25,0.1,1189.6,0.0,0.0787122836973949,-0.5121230267727714,-1.3229321557453455
1,2010-08-01,0.1,1170.3,0.0,0.05861774566353617,-0.5121230267727714,-1.4131054911419898
2,2010-08-08,0.1,1192.58,0.0,0.08181496366324462,-0.5121230267727714,-1.30900901898462
3,2010-08-15,0.1,1204.8200000000004,0.0,0.0945588572142519,-0.5121230267727714,-1.2518213700076786
4,2010-08-22,0.1,1228.36,0.0,0.11906794660891645,-0.5121230267727714,-1.1418379339850377
5,2010-08-29,0.1,1233.92,0.0,0.124856839431106,-0.5121230267727714,-1.115860537881133
6,2010-09-05,0.1,1246.48,0.0,0.13793390666972077,-0.5121230267727714,-1.0571777869701564
7,2010-09-12,0.1,1251.5749999999996,0.0,0.1432386564771043,-0.5121230267727714,-1.033372960864153
8,2010-09-19,0.1,1265.8,0.0,0.15804926805905498,-0.5121230267727714,-0.9669110077026348
9,2010-09-26,0.1,1286.38,0.0,0.17947650084334602,-0.5121230267727714,-0.870757264569839
10,2010-10-03,0.1,1307.14,0.0,0.20109114382691637,-0.5121230267727714,-0.7737625265991479
11,2010-10-10,0.1,1335.76,0.0,0.23088936551235864,-0.5121230267727714,-0.6400443473736579
12,2010-10-17,0.1,1363.2599999999998,0.0,0.2595214792911727,-0.5121230267727714,-0.5115590249173002
13,2010-10-24,0.1,1339.7400000000002,0.0,0.23503321325198367,-0.5121230267727714,-0.6214490170690637
14,2010-10-31,0.1857142857142857,1339.5400000000004,1.3094369813811152e-06,0.23482497969722885,-0.5121167334528971,-0.6223834557778364
15,2010-11-07,0.2571428571428572,1364.7400000000002,2.4006344658653787e-06,0.2610624075963603,-0.5121114890196685,-0.504644178472374
16,2010-11-14,0.2428571428571429,1396.0399999999993,2.1823949689685267e-06,0.2936509589155189,-0.5121125379063143,-0.3584045205493228
